[34m[1mdetect: [0mweights=['../yoloTrainNoUnk/yolo5medium50E320I/weights/best.pt'], source=../videoInferenceData/30FPS_Closeup/30FPS_closeup_tracking_allClassesAndUnk.mp4, data=data\coco128.yaml, imgsz=[640, 640], conf_thres=0.42, iou_thres=0.45, max_det=1000, device=0, view_img=False, save_txt=False, save_csv=False, save_conf=False, save_crop=False, nosave=False, classes=None, agnostic_nms=False, augment=False, visualize=False, update=False, project=../videoInferenceData/, name=yoloTrainNoUnk/30FPS_closeup_tracking_allClassesAndUnk/yolo5medium50E320I_640, exist_ok=False, line_thickness=3, hide_labels=False, hide_conf=False, half=False, dnn=False, vid_stride=1
YOLOv5  12be499 Python-3.9.19 torch-2.3.1+cu118 CUDA:0 (NVIDIA GeForce GTX 1080, 8192MiB)

Fusing layers... 
Model summary: 212 layers, 20869098 parameters, 0 gradients, 47.9 GFLOPs
video 1/1 (1/6464) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_closeup_tracking_allClassesAndUnk.mp4: 384x640 (no detections), 36.1ms
video 1/1 (2/6464) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_closeup_tracking_allClassesAndUnk.mp4: 384x640 (no detections), 26.5ms
video 1/1 (3/6464) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_closeup_tracking_allClassesAndUnk.mp4: 384x640 (no detections), 14.0ms
video 1/1 (4/6464) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_closeup_tracking_allClassesAndUnk.mp4: 384x640 (no detections), 14.0ms
video 1/1 (5/6464) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_closeup_tracking_allClassesAndUnk.mp4: 384x640 (no detections), 13.2ms
video 1/1 (6/6464) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_closeup_tracking_allClassesAndUnk.mp4: 384x640 (no detections), 14.0ms
video 1/1 (7/6464) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_closeup_tracking_allClassesAndUnk.mp4: 384x640 (no detections), 13.5ms
video 1/1 (8/6464) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_closeup_tracking_allClassesAndUnk.mp4: 384x640 (no detections), 13.5ms
video 1/1 (9/6464) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_closeup_tracking_allClassesAndUnk.mp4: 384x640 (no detections), 14.0ms
video 1/1 (10/6464) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_closeup_tracking_allClassesAndUnk.mp4: 384x640 (no detections), 13.5ms
video 1/1 (11/6464) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_closeup_tracking_allClassesAndUnk.mp4: 384x640 (no detections), 14.6ms
video 1/1 (12/6464) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_closeup_tracking_allClassesAndUnk.mp4: 384x640 (no detections), 13.5ms
video 1/1 (13/6464) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_closeup_tracking_allClassesAndUnk.mp4: 384x640 (no detections), 13.4ms
video 1/1 (14/6464) C:\Users\Alexej\Desktop\GTSRB\videoInferenceData\30FPS_Closeup\30FPS_closeup_tracking_allClassesAndUnk.mp4: 384x640 (no detections), 14.2ms
